OBJECTID *,Shape *,Borough,Block,Lot,CD,BCT2020,BCTCB2020,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCent,HealthArea,Sanitboro,SanitDistr,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_FLA,PFIRM15_FL,Version,DCPEdited,Latitude,Longitude,Notes,Shape_Leng,Shape_Length,Shape_Area,OBJECTID,Join_Count,TARGET_FID,uid,BOROUGH,BLOCK,LOT,BBL,MAPBBL,CD,HNUM,SNAME,ADDRESS,PARCELNAME,AGENCY,USECODE,USETYPE,OWNERSHIP,CATEGORY,EXPANDCAT,EXCATDESC,LEASED,FINALCOM,AGREEMENT,XCOORD,YCOORD,LATITUDE,LONGITUDE,DCPEDITED,Shape_Length,Shape_Area
253,Polygon,BK,2964,7501,301,3044902,30449023014,449,4067,14,34,11237,E206,90,30,900,3,1,5A,135 GARDNER AVENUE,M3-1, , , , , , , , , ,N,RW,6,0, ,UNAVAILABLE OWNER,34250,35709,35709,0,0,0,0,35709,0,0,2,1,0,0,3,160,25,0,0, ,0,Y,3,5,152100,792450,0,1954,0,0, , ,1.04,0,2,0,3,3029647501,646,449,1004837,198507,13b, ,309 061,31002, ,3029640035,9/15/1998,1, , ,24v1, ,40.711509,-73.925741, ,0,756.257713,35810.6027,253,0,253,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,756.257713,35810.6027
254,Polygon,BK,2966,1,301,3044902,30449023012,449,4059,14,34,11237,E206,90,30,900,3,1,5A,162 SCOTT AVENUE,M3-1, , , , , , , , , ,N,G7,10,0, ,162 SCOTT LLC,12780,0,0,0,0,0,0,0,0,0,7,0,0,0,0,80,141,0,0, ,0,Y,3,5,241200,241200,0,0,0,0, , ,0,0,2,0,3,3029660001,0,449,1005432,198945,13b, ,309 062,31002, ,0, ,1, , ,24v1, ,40.712709,-73.923594, ,0,470.806845,13046.67302,254,0,254,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,470.806845,13046.67302
255,Polygon,BK,2966,3,301,3044902,30449023012,449,4059,14,34,11237,E206,90,30,900,3,1,5A, SCOTT AVENUE,M3-1, , , , , , , , , ,N,G7,10,0, ,"LATEMPA, PIETRO",6090,0,0,0,0,0,0,0,0,0,7,0,0,0,0,54,121,0,0, ,0,Y,5,5,182700,182700,0,0,0,0, , ,0,0,2,0,3,3029660003,0,449,1005402,199004,13b, ,309 062,31002, ,3029660004,2/24/2004,1, , ,24v1, ,40.712871,-73.923702, ,0,368.41416,6011.95717,255,0,255,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,368.41416,6011.95717
256,Polygon,BK,2966,4,301,3044902,30449023012,449,4059,14,34,11237,E206,90,30,900,3,1,5A,172 SCOTT AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,EAST PARK TRADING INC,7770,7865,7865,0,0,0,0,0,7865,0,2,1,1,0,1,65,121.75,65,121,N,0,Y,3,0,110250,620100,0,1957,0,0, , ,1.01,0,2,0,3,3029660004,0,449,1005383,199057,13b, ,309 062,31002, ,3029660004,2/24/2004,1, , ,24v1, ,40.713017,-73.92377, ,0,396.291196,8984.589089,256,0,256,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,396.291196,8984.589089
257,Polygon,BK,2966,9,301,3044902,30449023011,449,4060,14,34,11237,E206,90,30,900,3,1,3A,1340 METROPOLITAN AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,"1340 METRO REALTY,INC",31600,30970,30970,0,0,0,0,0,30970,0,2,1,1,0,1,200,219.92,218,217,N,0,Y,5,0,383850,1216350,0,1957,0,0, , ,0.98,0,2,0,3,3029660009,0,449,1005342,199236,13b, ,309 060,31002, ,0, ,1, , ,24v1, ,40.713508,-73.923917, ,0,750.974629,31399.83617,257,0,257,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,750.974629,31399.83617
258,Polygon,BK,2966,110,301,3044902,30449023011,449,4060,14,34,11237,E206,90,30,900,3,1,5A, METROPOLITAN AVENUE,M3-1, , , , , , , , , ,N,G7,10,0, ,"1340 METRO REALTY,INC",650,0,0,0,0,0,0,0,0,0,7,0,0,0,0,19.08,58,0,0, ,0,Y,3,5,28800,28800,0,0,0,0, , ,0,0,2,0,3,3029660110,0,449,1005244,199332,13b, ,309 060,31002, ,0, ,1, , ,24v1, ,40.713772,-73.924271, ,0,148.717997,734.850367,258,0,258,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,148.717997,734.850367
259,Polygon,BK,2966,125,301,3044902,30449023012,449,4059,14,34,11237,E206,90,30,900,3,1,5A,39 ONDERDONK AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,JDZ MANAGEMENT LLC,14385,14385,14385,0,0,0,0,0,14385,0,2,1,1,0,1,71.83,259.5,71,259,N,0,Y,4,0,204300,604350,0,1957,0,0, , ,1,0,2,0,3,3029660125,0,449,1005417,199137,13b, ,309 062,31002, ,0, ,1, , ,24v1, ,40.713236,-73.923647, ,0,621.691075,14917.85439,259,0,259,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,621.691075,14917.85439
260,Polygon,BK,2967,1,301,3044902,30449023018,449,4047,14,34,11237,E206,90,30,900,3,1,5B,154 MORGAN AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,"TERRENO MORGAN AVE, LLC",112338,85000,85000,0,12600,0,0,0,72400,0,2,1,2,0,7,260,489,225,386,N,0,Y,3,0,1415250,4600350,0,1967,2013,0, , ,0.76,0,2,0,3,3029670001,0,449,1003038,197971,13b, ,309 033,31003, ,0, ,1,1,1,24v1, ,40.710041,-73.932232, ,0,1747.953378,109931.1942,260,0,260,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1747.953378,109931.1942
261,Polygon,BK,2967,50,301,3044902,30449023018,449,4047,14,34,11237,E206,90,30,900,3,1,5A, MESEROLE STREET,M3-1, , , , , , , , , ,N,G7,10,0, ,"TERRENO MORGAN AVE, LLC",32800,0,0,0,0,0,0,0,0,0,7,0,0,0,0,88,340,0,0, ,0,Y,5,5,1232100,1232100,0,0,0,0, , ,0,0,2,0,3,3029670050,0,449,1003112,197851,13b, ,309 033,31003, ,0, ,1,1,1,24v1, ,40.709712,-73.931965, ,0,954.274258,32742.22958,261,0,261,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,954.274258,32742.22958
262,Polygon,BK,2969,6,301,3044902,30449023023,449,4072,14,34,11237,E206,90,30,900,3,1,5A,140 VARICK AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,130 VARICK LLC,13483,13480,13480,0,0,0,0,13480,0,0,2,1,1,0,1,100,140,100,138.75,N,0,Y,3,0,207450,703350,0,1931,0,0, , ,1,0,2,0,3,3029690006,0,449,1004169,198354,13b, ,309 061,31003, ,0, ,1, ,1,24v1, ,40.71109,-73.928151, ,0,487.198378,13891.20122,262,0,262,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,487.198378,13891.20122
263,Polygon,BK,2969,14,301,3044902,30449023023,449,4072,14,34,11237,E206,90,30,900,3,1,5A,492 SCHOLES STREET,M3-1, , , , , , , , , ,N,F4,6,0, ,HI-TECH HOLDINGS LLC,20000,16000,16000,0,0,0,0,0,16000,0,2,1,2,0,1,100,200,100,160,E,0,N,4,0,307800,1141650,347760,1931,2007,0, , ,0.8,0,2,0,3,3029690014,0,449,1004302,198343,13b, ,309 061,31003, ,0, ,1, , ,24v1, ,40.71106,-73.927671, ,0,605.087966,20220.19491,263,0,263,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,605.087966,20220.19491
264,Polygon,BK,2969,22,301,3044902,30449023023,449,4072,14,34,11237,E206,90,30,900,3,1,5A,505 MESEROLE STREET,M3-1, , , , , , , , , ,N,E1,6,0, ,RML ASSOCIATES LLC,13313,11000,11000,0,0,0,0,0,11000,0,2,1,1,0,1,55.42,200,55.42,200,N,0,Y,4,0,135000,519300,0,1961,0,0, , ,0.83,0,2,0,3,3029690022,0,449,1004435,198375,13b, ,309 061,31003, ,3029690030,11/29/1988,1, , ,24v1, ,40.711147,-73.927192, ,0,618.450797,13131.60012,264,0,264,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,618.450797,13131.60012
265,Polygon,BK,2969,30,301,3044902,30449023023,449,4072,14,34,11237,E206,90,30,900,3,1,5A,516 SCHOLES STREET,M3-1, , , , , , , , , ,N,E1,6,0, ,MATSEN LLC,8732,8732,8732,0,0,0,0,0,8732,0,2,1,1,0,1,54.83,159.25,54.83,159.25,N,0,N,3,0,123750,565200,0,1931,0,0, , ,1,0,2,0,3,3029690030,0,449,1004467,198422,13b, ,309 061,31003, ,3029690030,11/29/1988,1, , ,24v1, ,40.711276,-73.927076, ,0,427.091098,8615.238434,265,0,265,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,427.091098,8615.238434
266,Polygon,BK,2971,1,301,3044902,30449023015,449,4075,14,34,11237,E206,90,30,900,3,1,5A,575 MESEROLE STREET,M3-1, , , , , , , , , ,N,E1,6,0, ,585 MESEROLE ST CORP,17850,17850,17850,0,0,0,0,0,17850,0,2,1,1,0,1,200,89.25,200,78.5,EG,0,N,3,0,289350,765000,0,1968,0,0, , ,1,0,2,0,3,3029710001,0,449,1005034,198593,13b, ,309 062,31003, ,0, ,1, , ,24v1, ,40.711744,-73.92503, ,0,581.320094,17941.5031,266,0,266,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,581.320094,17941.5031
267,Polygon,BK,2971,30,301,3044902,30449023015,449,4075,14,34,11237,E206,90,30,900,3,1,5A,581 MESEROLE STREET,M3-1, , , , , , , , , ,N,Z9, ,0, ,151 SCOTT LLC,1000,0,0,0,0,0,0,0,0,0,7,1,0,0,0,25,40,0,0,N,0,N,5,0,20250,20250,0,0,0,0, , ,0,0,2,0,3,3029710030,0,449,1005311,198603,13b, ,309 062,31003, ,0, ,1, , ,24v1, ,40.711771,-73.924031, ,0,130.001782,1000.01256,267,0,267,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,130.001782,1000.01256
268,Polygon,BK,2974,1,301,3044902,30449023018,449,4047,14,34,11237,E206,90,30,900,3,1,5B,134 MORGAN AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,"TERRENO MORGAN AVE, LLC",109400,100000,100000,0,0,0,0,0,100000,0,2,1,1,0,4,231,489,200,483,N,0,Y,3,0,1378350,5004900,0,1962,0,0, , ,0.91,0,2,0,3,3029740001,0,449,1003136,197680,13b, ,309 033,31003, ,0, ,1,1,1,24v1, ,40.709243,-73.931879, ,0,1503.071293,122362.2705,268,0,268,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1503.071293,122362.2705
269,Polygon,BK,2974,112,301,3044902,30449023016,449,4055,14,34,11237,E206,90,30,900,3,1,5B,469 JOHNSON AVENUE,M3-1, , , , , , , , , ,N,G7,10,0, ,UNAVAILABLE OWNER,86487,0,0,0,0,0,0,0,0,0,7,0,0,0,0,40,346.23,0,0, ,0,Y,5,5,1583550,1583550,0,0,0,0, , ,0,0,2,0,3,3029740112,0,449,1003802,197615,13b, ,309 033,31003, ,3029740115,4/20/2009,1,1,1,24v1, ,40.709063,-73.929477, ,0,1751.80137,80419.37865,269,0,269,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1751.80137,80419.37865
270,Polygon,BK,2976,1,301,3044902,30449023013,449,4073,14,34,11237,E206,90,30,900,3,1,5A,110 VARICK AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,PACKIN REALTY COMPANY LLC,80000,28923,28923,0,0,0,0,0,28923,0,2,3,1,0,3,200,400,51,188,N,0,N,3,0,713250,2353950,0,1974,0,0, , ,0.36,0,2,0,3,3029760001,0,449,1004393,198099,13b, ,309 061,31003, ,0, ,1, ,1,24v1, ,40.71039,-73.927344, ,0,1200.594064,79918.61035,270,0,270,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1200.594064,79918.61035
271,Polygon,BK,2976,43,301,3044902,30449023025,449,4056,14,34,11237,E206,90,30,900,3,1,5A, STEWART AVENUE,M3-1, , , , , , , , , ,N,U7,7,0,X,MTA - LIRR,23874,0,0,0,0,0,0,0,0,0,7,0,0,0,0,55,400,0,0,N,0,N,5,0,0,0,0,0,0,0, , ,0,0,2,0,3,3029760043,0,449,1004446,197956,13b, ,309 061,31003, ,0, ,1, , ,24v1,t,40.709997,-73.927153, ,0,1019.952271,23874.47638,271,0,271,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1019.952271,23874.47638
272,Polygon,BK,2976,45,301,3044902,30449023025,449,4056,14,34,11237,E206,90,30,900,3,1,5A,127 STEWART AVENUE,M3-1, , , , , , , , , ,N,G7,10,0,P,STEWART RANDOLPH LLC,39835,0,0,0,0,0,0,0,0,0,7,0,0,0,0,200,200,0,0, ,0,Y,3,5,849600,849600,0,0,0,0, , ,0,0,2,0,3,3029760045,0,449,1004580,197868,13b, ,309 061,31003, ,0, ,1, , ,24v1, ,40.709755,-73.92667, ,0,780.333858,38680.53087,272,1,272,28600961e29e374fdb201f05950fe942,3,2976,45,3029760045,3029760045,301,145,RANDOLPH STREET,145 RANDOLPH STREET,BROOKLYN 3 GARAGE PARKING LOT,SANIT,1020,OUTDOOR PARKING,P,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",L, , ,1004580,197868,40.709756,-73.92667, ,780.333858,38680.53087
273,Polygon,BK,2976,60,301,3044902,30449023025,449,4056,14,34,11237,E206,90,30,900,3,1,5A,90 VARICK AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,100 VARICK LLC,40165,36800,36800,0,0,0,0,0,36800,0,2,1,1,0,1,200,200,200,92,N,2,Y,3,0,571050,2105100,0,2008,0,0, , ,0.92,0,2,0,3,3029760060,0,449,1004391,197805,13b, ,309 061,31003, ,0, ,1, , ,24v1, ,40.709583,-73.927352, ,0,915.549701,40830.4298,273,0,273,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,915.549701,40830.4298
274,Polygon,BK,2977,1,301,3044902,30449023013,449,4074,14,34,11237,E206,90,30,900,3,1,5A,140 STEWART AVENUE,M3-1, , , , , , , , , ,N,K4,4,0, ,STEWART PURCHASER LLC,40000,23487,23487,0,0,1600,0,0,0,21887,2,1,1,0,1,200,200,150,140,N,0,N,3,0,469800,1467000,0,1931,1966,0, , ,0.59,0,2,0,3,3029770001,0,449,1004737,198216,13b, ,309 061,31003, ,0, ,1, , ,24v1, ,40.71071,-73.926103, ,0,801.248727,40123.13313,274,0,274,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,801.248727,40123.13313
275,Polygon,BK,2977,16,301,3044902,30449023013,449,4074,14,34,11237,E206,90,30,900,3,1,5A,111 GARDNER AVENUE,M3-1, , , , , , , , , ,N,K1,5,0, ,GARDNER PURCHASER LLC,40000,12600,12600,0,0,0,0,0,12600,0,2,1,1,0,1,200,200,103,100,N,1,N,3,0,573300,1137600,0,1964,1997,0, , ,0.32,0,2,0,3,3029770016,0,449,1004927,198281,13b, ,309 061,31003, ,3029770016,12/5/2018,1, , ,24v1, ,40.710888,-73.925417, ,0,807.520211,40754.09522,275,0,275,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,807.520211,40754.09522
276,Polygon,BK,2977,46,301,3044902,30449023025,449,4056,14,34,11237,E206,90,30,900,3,1,5A,165 RANDOLPH STREET,M3-1, , , , , , , , , ,N,E1,6,0, ,RANDOLPH ASSOCIATES,74100,74100,74100,0,0,0,0,0,74100,0,2,1,1,0,2,195,380,180,380,N,0,N,3,0,900450,2718000,0,1948,0,0, , ,1,0,2,0,3,3029770046,0,449,1004913,197979,13b, ,309 061,31003, ,0, ,1, , ,24v1, ,40.710059,-73.925469, ,0,1157.349329,74946.98106,276,0,276,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1157.349329,74946.98106
277,Polygon,BK,2978,1,301,3044902,30449023013,449,4074,14,34,11237,E206,90,30,900,3,1,5A,568 MESEROLE STREET,M3-1, , , , , , , , , ,N,E1,6,0, ,MESEROLE STREET ASSOCIATES LLC,60000,96733,96733,0,0,0,0,0,96733,0,2,1,2,0,1,200,300,299,100,N,1,N,3,0,886500,4695750,0,2021,2020,0, , ,1.61,0,2,0,3,3029780001,0,449,1005218,198381,13b, ,309 062,31003, ,0, ,1, , ,24v1, ,40.711162,-73.924367, ,0,1005.498246,60821.41996,277,0,277,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1005.498246,60821.41996
278,Polygon,BK,2978,41,301,3044902,30449023013,449,4074,14,34,11237,E206,90,30,900,3,1,5A,113A SCOTT AVENUE,M3-1, , , , , , , , , ,N,U7,7,0,X,MTA - LIRR,38342,0,0,0,0,0,0,0,0,0,7,0,0,0,0,85,400,0,0,N,0,N,5,0,0,0,0,0,0,0, , ,0,0,2,0,3,3029780041,0,449,1005312,198263,13b, ,309 062,31003, ,0, ,1, , ,24v1,t,40.710838,-73.924029, ,0,1097.615902,38341.84864,278,0,278,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1097.615902,38341.84864
279,Polygon,BK,2978,46,301,3044902,30449023025,449,4056,14,34,11237,E206,90,30,900,3,1,5A,99 SCOTT AVENUE,M3-1, , , , , , , , , ,N,K4,4,0, ,BUSHWACK 10 LLC,52995,25349,25349,0,1530,13620,0,0,10199,0,2,1,2,0,5,105,127,195,128,N,0,Y,3,0,643950,2252250,0,1931,2015,0, , ,0.48,0,2,0,3,3029780046,0,449,1005417,198143,13b, ,309 062,31003, ,0, ,1, , ,24v1, ,40.710508,-73.92365, ,0,994.038542,52292.07544,279,0,279,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,994.038542,52292.07544
280,Polygon,BK,2979,1,301,3044902,30449023013,449,4058,14,34,11237,E206,90,30,900,3,1,5A,114 SCOTT AVENUE,M3-1, , , , , , , , , ,N,F1,6,0, ,SCOTT TRANSFER PROPERTIES LLC,78250,77000,77000,0,2000,0,0,0,75000,0,2,1,2,0,1,214.2,440,80,270,E,0,Y,5,0,1232550,5963850,0,1900,0,0, , ,0.98,0,2,0,3,3029790001,0,449,1005700,198575,13b, ,309 062,31003, ,3029790001,11/20/1992,1, , ,24v1, ,40.711693,-73.922628, ,0,1314.3273,80358.17259,280,0,280,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1314.3273,80358.17259
281,Polygon,BK,2979,7,301,3044902,30449023013,449,4058,14,34,11237,E206,90,30,900,3,1,5A,150 SCOTT AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,64 ONDERDONK AVE. LLC,16920,16920,16920,0,0,0,0,0,16920,0,2,1,1,0,1,140.9,269,60,282,N,3,Y,5,0,266400,1202400,0,1928,2013,0, , ,1,0,2,0,3,3029790007,0,449,1005602,198651,13b, ,309 062,31003, ,3029790007,8/12/1996,1, , ,24v1, ,40.711902,-73.922981, ,0,689.200499,17653.66371,281,0,281,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,689.200499,17653.66371
282,Polygon,BK,2979,45,301,3044902,30449023025,449,4057,14,34,11237,E206,90,30,900,3,1,5A,255 RANDOLPH STREET,M3-1, , , , , , , , , ,N,E1,6,0, ,"255 RANDOLPH STREET PROPERTIES, LLC",18600,17800,17800,0,0,0,0,0,17800,0,2,1,1,0,3,75,247.17,75,247.17,N,0,Y,5,0,376650,1003500,0,1931,2007,0, , ,0.96,0,2,0,3,3029790045,0,449,1005751,198283,13b, ,309 062,31003, ,3029790050,3/20/2009,1, , ,24v1, ,40.710892,-73.922445, ,0,626.345635,17551.77914,282,0,282,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,626.345635,17551.77914
283,Polygon,BK,2979,50,301,3044902,30449023025,449,4057,14,34,11237,E206,90,30,900,3,1,5A,269 RANDOLPH STREET,M3-1, , , , , , , , , ,N,E1,6,0, ,"APRIL HOLDINGS, L.L.C.",29000,29000,29000,0,0,0,0,0,29000,0,2,1,1,0,1,133,247.17,133.01,247.17,N,3,N,5,0,522000,2140200,0,2007,0,0, , ,1,0,2,0,3,3029790050,0,449,1005845,198310,13b, ,309 062,31003, ,3029790050,3/20/2009,1, , ,24v1, ,40.710966,-73.922106, ,0,719.340757,29231.93105,283,0,283,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,719.340757,29231.93105
