OBJECTID *,Shape *,Borough,Block,Lot,CD,BCT2020,BCTCB2020,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCent,HealthArea,Sanitboro,SanitDistr,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_FLA,PFIRM15_FL,Version,DCPEdited,Latitude,Longitude,Notes,Shape_Leng,Shape_Length,Shape_Area
2217,Polygon,QN,394,5,401,4003302,40033021002,33,3005,30,26,11101,E258,114,41,710,4,1,6C,39-26 24 STREET,M1-2, , , , , , , , , ,N,F4,6,0, ,L2 LLC,9545,9000,9000,0,0,0,0,0,9000,0,2,1,1,0,1,50,185,50,180,N,3,N,5,0,386550,545400,0,1968,0,0, , ,0.94,0,2,4.8,4,4003940005,0,33,1001275,214228,9b, ,401 077,40302, ,0, ,1, , ,24v1, ,40.754666,-73.93855, ,0,476.654646,9473.398947
2218,Polygon,QN,394,19,401,4003302,40033021002,33,3005,30,26,11101,E258,114,41,710,4,1,6C,39-13 23 STREET,M1-2, , , , , , , , , ,N,F9,6,0, ,HEPHAISTOS DEVELOPING LLC,9267,7125,7125,0,2500,0,0,0,4625,0,2,1,2,0,1,50.04,185.21,50,85,N,2,N,4,0,208350,478350,0,1930,2001,0, , ,0.77,0,2,4.8,4,4003940019,0,33,1001347,214330,9b, ,401 077,40302, ,0, ,1, , ,24v1, ,40.754946,-73.93829, ,0,474.709941,9374.672315
2219,Polygon,QN,394,20,401,4003302,40033021002,33,3005,30,26,11101,E258,114,41,710,4,1,6C,39-01 23 STREET,M1-2, , , , , , , , , ,N,F5,6,0, ,MARIJAN REALTY LLC,13750,2592,2592,0,0,0,0,0,2592,0,2,1,1,0,1,125,110,24,108,N,1,N,5,0,247500,342450,0,1960,0,0, , ,0.19,0,2,4.8,4,4003940020,0,33,1001366,214424,9b, ,401 077,40302, ,0, ,1, , ,24v1, ,40.755204,-73.938221, ,0,472.684704,13825.84926
2220,Polygon,QN,394,34,401,4003302,40033021002,33,3005,30,26,11101,E258,114,41,710,4,1,6D,39-20 24 STREET,M1-2, , , , , , , , , ,N,E2,6,0, ,G&M PARTNERS,3450,6150,6150,0,2700,0,0,0,3450,0,2,1,2,0,1,37.53,92.6,37.53,92.6,N,0,N,5,0,93150,344250,0,1990,0,0, , ,1.78,0,2,4.8,4,4003940034,0,33,1001361,214267,9b, ,401 077,40302, ,4003940014,1/4/1991,1, , ,24v1, ,40.754773,-73.938239, ,0,259.899825,3491.339787
2221,Polygon,QN,395,18,401,4003302,40033021003,33,3004,30,26,11101,E258,114,41,710,4,1,6D,24-02 39 AVENUE,M1-2, , , , , , , , , ,N,F9,6,0, ,LICCO REALTY CORPORATION,10000,16000,16000,0,4500,0,0,0,11500,0,2,1,3,0,1,100,100,50,90,N,1,N,3,0,225000,647550,0,1930,1995,0, , ,1.6,0,2,4.8,4,4003950018,0,33,1001572,214297,9b, ,401 077,40302, ,0, ,1, , ,24v1, ,40.754855,-73.937478, ,0,405.58046,10280.05522
2222,Polygon,QN,409,1,401,4003302,40033021008,33,2001,30,26,11101,E258,114,41,710,4,1,6C,22-19 41 AVENUE,M1-3, , , , , , , , , ,N,E1,6,0, ,SPAR KNITWEAR CORP,20000,112000,112000,0,40000,0,0,72000,0,0,2,1,7,0,6,125.92,175.08,100,175,N,3,Y,3,0,585000,3742200,194355,1922,2002,0, , ,5.6,0,5,6.5,4,4004090001,0,33,1000690,213779,9b, ,401 074,40302, ,4004090001,11/17/1987,1, , ,24v1, ,40.753435,-73.940662, ,0,615.095903,21230.12137
2225,Polygon,QN,409,11,401,4003302,40033021008,33,2001,30,26,11101,E258,114,41,710,4,1,6C,4031 22 STREET,M1-3, , , , , , , , , ,N,F1,6,0,X,"DEWA 22ND STREET, INC.",17500,48000,48000,0,3000,0,0,14000,31000,0,2,1,3,0,1,175,100,150,100,N,2,Y,5,0,393750,2613150,2613150,1922,0,0, , ,2.74,0,5,6.5,4,4004090011,0,33,1000672,213920,9b, ,401 074,40302, ,4004090009,11/18/1987,1, , ,24v1, ,40.753822,-73.940727, ,0,549.033651,17501.29546
2227,Polygon,QN,409,18,401,4003302,40033021008,33,2001,30,26,11101,E258,114,41,710,4,1,6C,40-15 22 STREET,M1-3, , , , , , , , , ,N,F1,6,0, ,LADY LIGHTING INC,5000,23500,23500,0,0,0,0,0,23500,0,2,1,5,0,4,50,100.83,50,100,N,3,N,5,0,135000,729900,0,1931,0,0, , ,4.7,0,5,6.5,4,4004090018,0,33,1000765,214054,9b, ,401 074,40302, ,0, ,1, , ,24v1, ,40.75419,-73.940391, ,0,302.676643,5100.680491
2228,Polygon,QN,409,27,401,4003302,40033021008,33,2001,30,26,11101,E258,114,41,710,4,1,6C,22-14 40 AVENUE,M1-3, , , , , , , , , ,N,F1,6,0, ,2240 AVENUE CORP,7500,39000,39000,0,0,0,0,0,39000,0,2,1,6,0,1,75,100.83,65,100,N,2,N,3,0,202500,1160100,0,1925,1995,0, , ,5.2,0,5,6.5,4,4004090027,0,33,1000919,214071,9b, ,401 074,40302, ,0, ,1, , ,24v1, ,40.754236,-73.939835, ,0,362.152006,8052.178653
2234,Polygon,QN,410,19,401,4003302,40033021009,33,2000,30,26,11101,E258,114,41,710,4,1,6C,21-02 40 AVENUE,M1-3, , , , , , , , , ,N,F1,6,0, ,"40-21 CORNERS, LLC",13000,52000,52000,0,0,0,0,0,52000,0,2,1,6,0,2,58,153,153,58,N,3,Y,3,0,438750,1073700,0,1912,0,0, , ,4,0,5,6.5,4,4004100019,0,33,1000597,214300,9b, ,401 074,40302, ,0, ,1, , ,24v1, ,40.754865,-73.940997, ,0,529.353294,14572.54374
2235,Polygon,QN,410,25,401,4003302,40033021009,33,2000,30,26,11101,E258,114,41,710,4,1,6C,21-22 40 AVENUE,M1-3, , , , , , , , , ,N,F1,6,0, ,"40-21 CORNERS, LLC",10000,43588,43588,0,0,0,0,0,43588,0,2,1,6,0,5,100.83,100.83,100,70,N,3,N,3,0,337500,1130850,0,1911,0,0, , ,4.36,0,5,6.5,4,4004100025,0,33,1000695,214226,9b, ,401 074,40302, ,0, ,1, , ,24v1, ,40.754662,-73.940643, ,0,416.82439,10855.99798
2236,Polygon,QN,410,30,401,4003302,40033021009,33,2000,30,26,11101,E258,114,41,710,4,1,6C,40-18 22 STREET,M1-3, , , , , , , , , ,N,F1,6,0, ,"40-21 CORNERS, LLC",22000,51477,51477,0,0,0,0,0,51477,0,2,3,5,0,4,115.58,204.75,100,103,N,3,Y,5,0,742500,1777050,0,1915,0,0, , ,2.34,0,5,6.5,4,4004100030,0,33,1000596,214166,9b, ,401 074,40302, ,0, ,1, , ,24v1, ,40.754498,-73.941001, ,0,641.010681,21597.4069
2237,Polygon,QN,410,35,401,4003302,40033021009,33,2000,30,26,11101,E258,114,41,710,4,1,6C,40-24 22 STREET,M1-3, , , , , , , , , ,N,F1,6,0, ,"40-21 CORNERS, LLC",16700,48750,48750,0,0,0,0,0,48750,0,2,2,5,0,7,75,201.17,75,130,N,2,Y,5,0,563850,1070550,0,1913,0,0, , ,2.92,0,5,6.5,4,4004100035,0,33,1000533,214099,9b, ,401 074,40302, ,0, ,1, , ,24v1, ,40.754314,-73.941228, ,0,630.785936,17177.3406
2238,Polygon,QN,410,38,401,4003302,40033021009,33,2000,30,26,11101,E258,114,41,710,4,1,6C,40-36 22 STREET,M1-3, , , , , , , , , ,N,F1,6,0, ,SPAR KNITWEAR CORP,20000,81000,81000,0,0,0,0,13500,67500,0,2,1,5,0,1,200,100,180,75,N,2,N,3,0,540000,3544200,0,1913,0,0, , ,4.05,0,5,6.5,4,4004100038,0,33,1000492,213937,9b, ,401 074,40302, ,0, ,1, , ,24v1, ,40.753869,-73.941377, ,0,618.196381,21303.03495
2239,Polygon,QN,410,46,401,4003302,40033021009,33,2000,30,26,11101,E258,114,41,710,4,1,6C,21-05 41 AVENUE,M1-3, , , , , , , , , ,N,F1,6,0, ,2107 BRIDGE ASSOCIATES LLC,20630,91145,91145,0,0,0,0,0,91145,0,2,1,5,0,2,95.5,192,94,187,N,2,Y,5,0,557100,2772000,0,1913,0,0, , ,4.42,0,5,6.5,4,4004100046,0,33,1000418,214003,9b, ,401 074,40302, ,0, ,1, , ,24v1, ,40.75405,-73.941644, ,0,835.663285,22987.76407
2248,Polygon,QN,438,41,402,4001903,40019031039,19,1042,30,26,11101,L115,108,41,720,4,2,2A,21-36 44 ROAD,M1-4, , , , , , , , , ,N,E9,6,0, ,RANDEL MOLD & DIE CORP,10000,10525,10525,0,525,0,0,0,9000,1000,2,1,1.5,0,1,100,100,100,100,N,2,N,5,0,270000,361800,0,1929,0,0, , ,1.05,0,2,6.5,4,4004380041,0,19,999326,211919,9b, ,401 019,40302, ,0, ,1, , ,24v1, ,40.748332,-73.94559, ,0,413.010776,10660.17686
2249,Polygon,QN,438,45,402,4001903,40019031039,19,1042,30,26,11101,L115,108,41,720,4,2,2A,21-44 44 ROAD,M1-4, , , , , , , , , ,N,E9,6,0, ,LONG CITY PROPERTIESLIMITED LIABILITY CO MPANY,11500,30000,30000,0,0,0,0,30000,0,0,2,1,3,0,1,115,100,100,100,N,0,N,3,0,310500,1427850,0,1929,0,0, , ,2.61,0,2,6.5,4,4004380045,0,19,999431,211892,9b, ,401 019,40302, ,0, ,1, , ,24v1, ,40.748258,-73.945211, ,0,433.190673,11698.41057
2251,Polygon,QN,439,2,402,4001903,40019031040,19,1043,30,26,11101,L115,108,41,720,4,2,2A,21-30 44 ROAD,M1-4, , , , , , , , , ,N,F1,6,0, ,"D & A,",29600,57820,57820,0,3640,0,0,0,54180,0,2,1,3,0,3,148.33,200,130,148.25,N,2,N,5,0,799200,2708100,0,1920,2000,0, , ,1.95,0,2,6.5,4,4004390002,0,19,999350,212128,9b, ,401 018,40302, ,0, ,1, , ,24v1, ,40.748906,-73.945503, ,0,693.623685,29235.346
2252,Polygon,QN,439,8,402,4001903,40019031040,19,1043,30,26,11101,L115,108,41,720,4,2,2A,21-21 44 ROAD,M1-4, , , , , , , , , ,N,F4,6,0, ,NYCRE PROPERTY LLC,15000,18700,18700,0,3700,0,0,0,15000,0,2,1,1.5,0,2,150,100,150,100,N,3,N,5,0,405000,886050,0,1920,0,0, , ,1.25,0,2,6.5,4,4004390008,0,19,999196,212115,9b, ,401 018,40302, ,0, ,1, , ,24v1, ,40.748871,-73.946058, ,0,498.399092,14986.56891
2253,Polygon,QN,439,14,402,4001903,40019031040,19,1043,30,26,11101,L115,108,41,720,4,2,2A,44-01 21 STREET,M1-4, , , , , , , , , ,N,E9,6,0, ,4401 21ST STREET LLC,28905,84000,84000,0,8400,0,0,50400,0,25200,2,1,3,0,2,200.83,155,154,200,N,2,Y,3,0,780300,1904400,315000,1931,2003,0, , ,2.91,0,2,6.5,4,4004390014,0,19,999063,212193,9b, ,401 018,40302, ,0, ,1, , ,24v1, ,40.749085,-73.946538, ,0,691.988224,29421.70201
2254,Polygon,QN,439,27,402,4001903,40019031040,19,1043,30,26,11101,L115,108,41,720,4,2,2A,21-24 44 AVENUE,M1-4, , , , , , , , , ,N,F1,6,0,X,BARK REALTY COMPANY LLC,15000,27000,27000,0,0,0,0,0,27000,0,2,1,2,0,1,150,100,150,90,N,0,N,5,0,405000,1177650,1177650,1920,0,0, , ,1.8,0,2,6.5,4,4004390027,0,19,999221,212213,9b, ,401 018,40302, ,0, ,1, , ,24v1, ,40.749139,-73.945968, ,0,499.816152,15018.95571
2259,Polygon,QN,441,4,402,4001903,40019031028,19,1033,30,26,11101,E258,108,41,720,4,2,2A,21-11 44 AVENUE,M1-4, , , , , , , , , ,N,F4,6,0, ,WILSON HANLEY INC.,16518,43500,43500,0,7000,0,0,0,36500,0,2,1,3,0,1,110.67,164.08,100,145,N,0,Y,5,0,445950,1077750,169695,1931,2001,0, , ,2.63,0,2,6.5,4,4004410004,0,19,999265,212396,9b, ,401 018,40302, ,0, ,1, , ,24v1, ,40.749642,-73.945809, ,0,560.135629,15330.44615
2262,Polygon,QN,442,5,402,4001903,40019031027,19,1034,30,26,11101,E258,108,41,720,4,2,2A,13-06 43 AVENUE,M1-4, , , , , , , , , ,N,F1,6,0,X,"NATIONAL 1306 LIC HOLDINGS, LLC",37050,33785,33785,0,6730,0,0,0,27055,0,2,2,3,0,1,95,390,95,334,N,0,Y,5,2,1000350,1448550,1448550,1931,2013,0, , ,0.91,0,2,6.5,4,4004420005,0,19,999023,212672,9b, ,401 018,40303, ,0, ,1, , ,24v1, ,40.7504,-73.946682, ,0,988.767444,38375.25232
2263,Polygon,QN,442,18,402,4001903,40019031027,19,1034,30,26,11101,E258,108,41,720,4,2,2A,43-10 21 STREET,M1-4, , , , , , , , , ,N,F9,6,0, ,43RD AVE ENTERPRISES CORP,22800,40400,40400,0,3330,0,0,0,37070,0,2,1,2,0,2,95,240,95,230,N,0,Y,3,0,615600,1742400,158876,1931,2001,2016, , ,1.77,0,2,6.5,4,4004420018,0,19,999145,212681,9b, ,401 018,40303, ,0, ,1, , ,24v1, ,40.750424,-73.946241, ,0,680.260896,23398.35089
2264,Polygon,QN,442,28,402,4001903,40019031027,19,1034,30,26,11101,E258,108,41,720,4,2,2A,43-24 21 STREET,M1-4, , , , , , , , , ,N,E1,6,0, ,ALMA INDUSTRIES INC,9500,19200,19200,0,9700,0,2000,7500,0,0,2,1,3,0,1,100,95,100,95,N,0,N,5,0,384750,1866150,0,1930,2001,2001, , ,2.02,0,2,6.5,4,4004420028,0,19,999050,212537,9b, ,401 018,40303, ,0, ,1, , ,24v1, ,40.750029,-73.946584, ,0,391.485917,9574.287828
2267,Polygon,QN,443,1,402,4001903,40019031012,19,1014,30,26,11101,E258,108,41,720,4,2,2A,12-07 44 AVENUE,M1-4, , , , , , , , , ,N,E1,6,0, ,NEW YORK MASONRY TRAINING CENTER,22000,20500,20500,0,2500,0,0,18000,0,0,2,1,2,0,1,158,187,105,155,N,0,Y,3,0,270000,814050,0,1952,0,0, , ,0.93,0,2,6.5,4,4004430001,0,19,998702,212528,9b, ,401 018,40303, ,0, ,1, , ,24v1, ,40.750005,-73.94784, ,0,598.630226,21297.97614
2269,Polygon,QN,443,14,402,4001903,40019031012,19,1014,30,26,11101,E258,108,41,720,4,2,2A,12-12 43 AVENUE,M1-4, , , , , , , , , ,N,E1,6,0, ,ROLEX LIC REALTY LLC,81500,112447,112447,0,0,0,0,0,112447,0,2,1,4,0,1,200,436,175,150,N,1,Y,3,0,2017350,11675250,8313750,2009,0,0, , ,1.38,0,2,6.5,4,4004430014,0,19,998847,212774,9b, ,401 018,40303, ,0, ,1, , ,24v1, ,40.75068,-73.947317, ,0,1238.638843,83240.95007
2270,Polygon,QN,444,1,402,4001903,40019031013,19,1009,30,26,11101,E258,108,41,720,4,2,2A,43-30 12 STREET,M1-4, , , , , , , , , ,N,E9,6,0, ,CAR-DOM LLC,2619,5182,5182,0,0,0,0,0,5182,0,2,1,2,0,1,52.45,54,52.45,54,N,3,Y,3,0,70650,375750,153900,2004,0,0, , ,1.98,0,2,6.5,4,4004440001,0,19,998629,212783,9b, ,401 018,40303, ,4004440001,8/19/2005,1, , ,24v1, ,40.750705,-73.948103, ,0,206.624014,2653.812143
2271,Polygon,QN,444,3,402,4001903,40019031013,19,1009,30,26,11101,E258,108,41,720,4,2,2A,11-13 43 ROAD,M1-4, , , , , , , , , ,N,F4,6,0, ,JOSA HOLDING LLC,5000,9578,9578,0,4638,0,0,0,4940,0,2,2,2,0,1,50,100,50,98,N,3,N,5,0,135000,762300,301680,1930,2006,0, , ,1.92,0,2,6.5,4,4004440003,0,19,998604,212839,9b, ,401 018,40303, ,4004440003,3/22/2013,1, , ,24v1, ,40.750859,-73.948194, ,0,307.119224,5168.833997
2273,Polygon,QN,444,6,402,4001903,40019031013,19,1009,30,26,11101,E258,108,41,720,4,2,2A,11-03 43 ROAD,M1-4, , , , , , , , , ,N,F5,6,0, ,IBH REALTY LLC,5000,4900,4900,0,0,0,0,0,4900,0,2,1,1,0,1,50,100,50,98,N,3,N,5,0,135000,246150,0,1930,0,0, , ,0.98,0,2,6.5,4,4004440006,0,19,998548,212889,9b, ,401 018,40303, ,0, ,1, , ,24v1, ,40.750996,-73.948396, ,0,304.954236,5008.76405
2275,Polygon,QN,444,10,402,4001903,40019031013,19,1009,30,26,11101,E258,108,41,720,4,2,2A,43-15 11 STREET,M1-4, , , , , , , , , ,N,F9,6,0, ,GOALS UNLIMITED REALTY INC,5000,9000,9000,0,4000,0,0,0,5000,0,2,1,2,0,1,50,100,50,100,N,0,N,5,0,135000,567900,0,1936,0,0, , ,1.8,0,2,6.5,4,4004440010,0,19,998605,212977,9b, ,401 018,40303, ,0, ,1, , ,24v1, ,40.751238,-73.94819, ,0,299.23825,4884.734503
2276,Polygon,QN,444,12,402,4001903,40019031013,19,1009,30,26,11101,E258,108,41,720,4,2,2A,43-11 11 STREET,M1-4, , , , , , , , , ,N,E9,6,0, ,"BERNARDO, CRANE SERINC",5000,3500,3500,0,0,0,0,3500,0,0,2,1,2,0,1,50,100,25,70,E,0,N,5,0,121500,247950,0,1930,0,0, , ,0.7,0,2,6.5,4,4004440012,0,19,998633,213018,9b, ,401 018,40303, ,0, ,1, , ,24v1, ,40.75135,-73.948088, ,0,306.214707,5238.80297
2277,Polygon,QN,444,24,402,4001903,40019031013,19,1009,30,26,11101,E258,108,41,720,4,2,2A,43-16 12 STREET,M1-4, , , , , , , , , ,N,F4,6,0, ,"BEST REALTY HOLDINGS, INC",5000,5760,5760,0,1000,0,3000,0,1760,0,2,1,1,0,1,50,100,50,100,N,3,N,5,0,135000,250200,0,1930,2017,0, , ,1.15,0,2,6.5,4,4004440024,0,19,998689,212922,9b, ,401 018,40303, ,0, ,1, , ,24v1, ,40.751086,-73.947886, ,0,295.394355,4777.329673
2278,Polygon,QN,444,26,402,4001903,40019031013,19,1009,30,26,11101,E258,108,41,720,4,2,2A,43-22 12 STREET,M1-4, , , , , , , , , ,N,E1,6,0, ,"BEN HAYUN REALTY, LL",7700,7500,7500,0,0,0,0,7500,0,0,2,1,1,0,1,53.5,202,53,202,N,0,Y,4,0,207900,278550,0,1930,1996,0, , ,0.97,0,2,6.5,4,4004440026,0,19,998636,212905,9b, ,401 018,40303, ,0, ,1, , ,24v1, ,40.75104,-73.948078, ,0,479.414428,7442.563545
2279,Polygon,QN,444,28,402,4001903,40019031013,19,1009,30,26,11101,E258,108,41,720,4,2,2A,43-26 12 STREET,M1-4, , , , , , , , , ,N,E9,6,0, ,UNAVAILABLE OWNER,2626,5182,5182,0,0,0,0,0,5182,0,2,1,2,0,1,46,52.45,46,52.45,N,3,Y,5,0,71100,399600,99900,2004,0,0, , ,1.97,0,2,6.5,4,4004440028,0,19,998656,212826,9b, ,401 018,40303, ,4004440001,8/19/2005,1, , ,24v1, ,40.750823,-73.948006, ,0,201.694796,2526.932026
2280,Polygon,QN,445,1,402,4001903,40019031012,19,1013,30,26,11101,E258,108,41,720,4,2,2A,11-20 43RD ROAD,M1-4, , , , , , , , , ,N,E9,6,0, ,J&B REALTY LLC,9494,19354,19354,0,0,0,0,19354,0,0,2,1,2,0,1,139,68.03,139,68,N,0,Y,3,0,230850,723600,0,1953,1983,1997, , ,2.04,0,2,6.5,4,4004450001,0,19,998543,212670,9b, ,401 018,40303, ,4004450001,11/22/2021,1, , ,24v1, ,40.750395,-73.948414, ,0,462.28548,10303.65533
2283,Polygon,QN,445,12,402,4001903,40019031012,19,1013,30,26,11101,E258,108,41,720,4,2,2A,11-02 43RD ROAD,M1-4, , , , , , , , , ,N,E9,6,0, ,J&B REALTY LLC,13810,11945,11945,0,4000,0,0,7945,0,0,2,1,1,0,1,159,139,108,95,N,0,Y,3,0,335700,574200,0,1975,1997,0, , ,0.86,0,2,6.5,4,4004450012,0,19,998476,212746,9b, ,401 018,40303, ,4004450001,11/22/2021,1, , ,24v1, ,40.750604,-73.948656, ,0,519.734024,15122.18749
2285,Polygon,QN,445,14,402,4001903,40019031012,19,1013,30,26,11101,E258,108,41,720,4,2,2A,43-57 11 STREET,M1-4, , , , , , , , , ,N,E9,6,0, ,AYJAY LIMITED PARTNERSHIP,4500,4230,3250,980,0,1000,0,0,2250,0,2,2,2,0,2,50,90,25,85,N,2,N,5,0,101250,290700,0,1989,0,0, , ,0.94,0,2,6.5,4,4004450014,0,19,998441,212627,9b, ,401 018,40303, ,0, ,1, , ,24v1, ,40.750277,-73.948782, ,0,290.427507,4754.598803
2288,Polygon,QN,446,10,402,4001903,40019031026,19,1035,30,26,11101,L115,108,41,720,4,2,2A,11-49 44 ROAD,M1-4, , , , , , , , , ,N,E9,6,0, ,THERMODYNE CORP,43014,50000,35000,0,0,0,0,0,35000,0,2,1,3,0,3,200,200,175,100,E,2,Y,4,0,1161450,3112650,0,1930,0,0, , ,1.16,0,2,6.5,4,4004460010,0,19,998737,212271,9b, ,401 018,40303, ,0, ,1, , ,24v1, ,40.749299,-73.947715, ,0,999.4113,43337.49599
2292,Polygon,QN,446,26,402,4001903,40019031026,19,1035,30,26,11101,L115,108,41,720,4,2,2A,44-11 11 STREET,M1-4, , , , , , , , , ,N,F9,6,0, ,"LONGMONT, LLC",9000,17000,17000,0,1000,0,0,0,16000,0,2,1,2,0,1,100,90,100,90,N,0,N,3,0,112500,687150,0,1953,1983,0, , ,1.89,0,2,6.5,4,4004460026,0,19,998365,212327,9b, ,401 018,40303, ,0, ,1, , ,24v1, ,40.749454,-73.949057, ,0,400.390763,10013.18495
2293,Polygon,QN,446,30,402,4001903,40019031026,19,1035,30,26,11101,L115,108,41,720,4,2,2A,44-01 11 STREET,M1-4, , , , , , , , , ,N,E1,6,0, ,METROPOLITAN LIC LLC,9000,36000,36000,0,9000,0,0,27000,0,0,2,1,4,0,1,100,90,100,90,N,0,N,3,0,202500,1681200,0,1930,0,0, , ,4,0,2,6.5,4,4004460030,0,19,998390,212425,9b, ,401 018,40303, ,0, ,1, , ,24v1, ,40.749723,-73.948967, ,0,396.457595,9821.261694
2295,Polygon,QN,446,39,402,4001903,40019031026,19,1035,30,26,11101,L115,108,41,720,4,2,2A,12-04 44 AVENUE,M1-4, , , , , , , , , ,N,F5,6,0, ,12-12 44TH AVENUE NEW LLC,10000,10000,10000,0,0,0,0,0,10000,0,2,1,1,0,1,100,100,100,100,N,3,N,5,0,270000,601200,0,1931,0,0, , ,1,0,2,6.5,4,4004460039,0,19,998606,212370,9b, ,401 018,40303, ,0, ,1, , ,24v1, ,40.749572,-73.948187, ,0,401.329335,10066.39999
2298,Polygon,QN,449,1,402,4001903,40019031020,19,1036,30,26,11101,L115,108,41,720,4,2,2A,10-10 44 AVENUE,M1-4, , , , , , , , , ,N,F1,6,0, ,10-10 44TH LLC,35300,75500,75500,0,0,0,0,0,75500,0,2,8,6,0,8,231,211.5,122,103,N,1,Y,3,0,953100,2229750,0,1915,0,0, , ,2.14,0,2,6.5,4,4004490001,0,19,998000,212458,9b, ,401 013,40303, ,0, ,1, , ,24v1, ,40.749814,-73.950374, ,0,830.55065,37542.29056
2299,Polygon,QN,449,13,402,4001903,40019031020,19,1036,30,26,11101,L115,108,41,720,4,2,2A,44-02 11 STREET,M1-4, , , , , , , , , ,N,F1,6,0, ,JENNIE REALTY LLC,29500,120570,120570,0,0,0,0,0,120570,0,2,1,6,0,16,200,195,200,100.5,N,2,Y,3,0,1903500,7195950,24750,1910,1998,0, , ,4.09,0,2,6.5,4,4004490013,0,19,998187,212442,9b, ,401 013,40303, ,0, ,1, , ,24v1, ,40.74977,-73.949699, ,0,821.770243,32132.0399
2303,Polygon,QN,452,1,402,4001903,40019031022,19,1038,30,26,11101,L115,108,41,720,4,2,2A,44-19 VERNON BOULEVARD,M1-4, , , , , , , , , ,N,E1,6,0, ,44-15 VERNON BLVD LLC,3400,2600,2600,0,0,1080,0,1520,0,0,2,2,1,0,2,76,66,30,40,N,2,Y,5,0,91800,181800,0,1930,1998,0, , ,0.76,0,2,6.5,4,4004520001,0,19,997542,212535,9b, ,401 013,40303, ,0, ,1,1,1,24v1, ,40.750026,-73.952027, ,0,271.185509,3572.394691
2305,Polygon,QN,453,1,402,4001903,40019031019,19,1012,30,26,11101,E258,108,41,720,4,2,2A,43-58 11 STREET,M1-4, , , , , , , , , ,N,F5,6,0, ,LIC HOLDING CORP,47225,47554,47554,0,0,0,10600,0,36954,0,2,4,1,0,2,296.83,220,296,220,N,3,Y,3,0,1275300,2849400,0,1931,0,0, , ,1.01,0,2,6.5,4,4004530001,0,19,998186,212677,9b, ,401 006,40303, ,0, ,1, , ,24v1, ,40.750415,-73.949702, ,0,954.962472,50091.76823
2306,Polygon,QN,453,23,402,4001903,40019031019,19,1012,30,26,11101,E258,108,41,720,4,2,2A,43-50 11 STREET,M1-4, , , , , , , , , ,N,F9,6,0, ,51-02 LLC,22163,57500,57500,0,6400,0,0,0,51100,0,2,1,5,0,10,140.58,165,140,165,N,2,Y,4,0,498600,3408750,38115,1960,1998,0, , ,2.59,0,2,6.5,4,4004530023,0,19,998263,212820,9b, ,401 006,40303, ,0, ,1, , ,24v1, ,40.750807,-73.949424, ,0,716.139413,27807.58748
2307,Polygon,QN,453,29,402,4001903,40019031019,19,1012,30,26,11101,E258,108,41,720,4,2,2A,43-35 10 STREET,M1-4, , , , , , , , , ,N,F5,6,0, ,"SLAVKO, ENTERPRISESINC",19992,9000,9000,0,0,0,0,0,9000,0,2,1,3,0,3,168,119,52,58,N,1,N,3,0,405000,743400,0,1931,0,0, , ,0.45,0,2,6.5,4,4004530029,0,19,998290,212927,9b, ,401 006,40303, ,0, ,1, , ,24v1, ,40.751101,-73.949327, ,0,535.106602,14940.82761
2308,Polygon,QN,454,17,402,4001903,40019031018,19,1006,30,26,11101,E258,108,41,720,4,2,2A,43-63 9 STREET,M1-4, , , , , , , , , ,N,E1,6,0, ,SEBE REALTY CORP,13600,13600,13600,0,600,0,0,0,13000,0,2,1,1,0,1,68,200,68,200,N,3,N,4,0,367200,739350,0,1988,0,0, , ,1,0,2,6.5,4,4004540017,0,19,997957,212846,9b, ,401 006,40303, ,4004540001,2/10/1989,1, , ,24v1, ,40.750879,-73.950529, ,0,533.451589,13308.04897
2309,Polygon,QN,454,20,402,4001903,40019031018,19,1006,30,26,11101,E258,108,41,720,4,2,2A,43-56 10 STREET,M1-4, , , , , , , , , ,N,F4,6,0, ,QUEENBEA 43-56 LLC,9866,9866,9866,0,866,0,0,0,9000,0,2,1,1,0,1,50,200,49.33,200,N,3,N,4,0,266400,523800,0,1969,1995,2019, , ,1,0,2,6.5,4,4004540020,0,19,997989,212896,9b, ,401 006,40303, ,0, ,1, , ,24v1, ,40.751016,-73.950413, ,0,506.27944,10580.5092
