OBJECTID *,Shape *,Borough,Block,Lot,CD,BCT2020,BCTCB2020,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCent,HealthArea,Sanitboro,SanitDistr,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_FLA,PFIRM15_FL,Version,DCPEdited,Latitude,Longitude,Notes,Shape_Leng,Shape_Length,Shape_Area
3199,Polygon,QN,2610,530,405,4021900,40219001010,219,1015,24,30,11378,Q288,104,41,910,4,5,1E,55-04 MASPETH AVENUE,M3-1, , , , , , , , , ,N,E1,6,0,X,NYC TRANSIT AUTHORITY,447486,487500,487500,0,0,0,0,0,487500,0,2,4,2,0,1,425,600,248,595,N,0,Y,5,0,7047900,24951150,24951150,1954,0,0, , ,1.09,0,2,0,4,4026100530,0,219,1007687,202061,13a, ,403 029,41402, ,0, ,1, , ,24v1,t,40.721256,-73.915449, ,0,3791.968171,449714.8849
3200,Polygon,QN,2611,96,405,4053502,40535021000,535,1004,24,30,11378,E291,104,46,1600,4,5,1E,47-06 GRAND AVENUE,M3-1, , , , , , , , , ,N,E1,6,0,X,NYC INDUSTRIAL DEVELOPMENT AGENCY,34800,26020,26020,0,2800,0,0,23220,0,0,2,1,1,0,1,145,274,145.65,97.23,N,0,Y,5,0,249300,1440450,1440450,1950,1994,0, , ,0.75,0,2,0,4,4026110096,0,535,1006180,200332,13a, ,403 029,41402, ,4026110102,11/3/1988,1,1,1,24v1,t,40.716515,-73.920891, ,0,914.539022,37178.85694
3201,Polygon,QN,2611,104,405,4053502,40535021000,535,1004,24,30,11378,E291,104,46,1600,4,5,1E,47-10 GRAND AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,GRAND METRO BUILDING COMPANY LLC,81200,79000,79000,0,0,0,0,79000,0,0,2,1,1,0,1,221.38,352,112.78,347.9,N,0,Y,5,0,1098900,2950650,0,1950,0,0, , ,0.97,0,2,0,4,4026110104,0,535,1006506,200287,13a, ,403 030,41402, ,0, ,1,1,1,24v1, ,40.71639,-73.919715, ,0,1185.284121,81466.57509
3202,Polygon,QN,2611,110,405,4053502,40535021000,535,1004,24,30,11378,E291,104,46,1600,4,5,1E,48-00 GRAND AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,48-00 GRAND AVENUE PE LLC,223088,56725,56725,0,3536,0,0,0,53189,0,2,1,1,0,1,21,52,152,345,N,1,Y,5,0,1642500,7890750,0,1930,2022,0, , ,0.25,0,2,0,4,4026110110,0,535,1007048,200325,13a, ,403 030,41402, ,4026110110,2/23/2022,1, , ,24v1, ,40.716493,-73.91776, ,0,2416.117941,227281.7703
3203,Polygon,QN,2611,121,405,4053502,40535021000,535,1004,24,30,11378,E291,104,46,1600,4,5,1E,49-00 GRAND AVENUE,M3-1, , , , , , , , , ,N,F1,6,0, ,FTZ CORP,27280,27000,27000,0,1000,0,0,0,26000,0,2,1,1,0,1,168,223.47,110,230,N,0,Y,5,0,180900,1295550,0,1960,0,0, , ,0.99,0,2,0,4,4026110121,0,535,1006662,200530,13a, ,403 030,41402, ,0, ,1, , ,24v1, ,40.717057,-73.919151, ,0,711.429664,28305.26132
3205,Polygon,QN,2611,141,405,4053502,40535021000,535,1004,24,30,11378,E291,104,46,1600,4,5,1E,52-08 GRAND AVENUE,M1-1, , , , , , , , , ,N,F1,6,0, ,STEEL SEVEN LLC,113800,167000,167000,0,83500,0,0,0,83500,0,2,2,2,0,13,220,434,185,430,N,0,Y,5,0,2048400,3999150,0,1935,0,0, , ,1.47,0,1,2.4,4,4026110141,0,535,1007496,200644,13a, ,403 030,41402, ,0, ,1, , ,24v1, ,40.717368,-73.916143, ,0,2313.454491,112666.6767
3206,Polygon,QN,2611,151,405,4053502,40535021000,535,1004,24,30,11378,E291,104,46,1600,4,5,1E,53-06 GRAND AVENUE,M1-1, , , , , , , , , ,N,E1,6,0, ,53 GRAND ASSOCIATES,62800,121425,121425,0,0,0,0,121425,0,0,2,2,3,0,1,130,483,100,400,E,0,Y,5,0,850050,2709900,0,1935,2001,0, , ,1.93,0,1,2.4,4,4026110151,0,535,1007662,200743,13a, ,403 030,41402, ,0, ,1, , ,24v1, ,40.717639,-73.915543, ,0,1231.930309,62116.84892
3207,Polygon,QN,2611,156,405,4053502,40535021000,535,1004,24,30,11378,E291,104,46,1600,4,5,1E,53-10 GRAND AVENUE,M1-1, , , , , , , , , ,N,E1,6,0, ,STEEL 53-10 GRAND LLC,7540,6200,6200,0,0,0,0,0,6200,0,2,1,1,0,1,68,151,68,103,E,0,Y,5,0,57150,255600,0,1950,2002,0, , ,0.82,0,1,2.4,4,4026110156,0,535,1007753,200989,13a, ,403 030,41402, ,0, ,1, , ,24v1, ,40.718314,-73.915214, ,0,568.265149,7096.572093
3209,Polygon,QN,2611,231,405,4053502,40535021000,535,1004,24,30,11378,E291,104,46,1600,4,5,1E,58-94 54 STREET,M1-1, , , , , , , , , ,N,F4,6,0, ,BERRYBRIDGE CORPORATION,18000,16000,16000,0,0,0,0,0,16000,0,2,1,1,0,1,80,139,80,122,N,0,Y,5,0,112500,1039950,0,1944,0,0, , ,0.89,0,1,2.4,4,4026110231,0,535,1007892,200574,13a, ,403 030,41402, ,0, ,1, , ,24v1, ,40.717174,-73.914714, ,0,960.555899,23119.01357
3210,Polygon,QN,2611,309,405,4053502,40535021000,535,1004,24,30,11378,E291,104,46,1600,4,5,1E,58-98 54 STREET,M1-1, , , , , , , , , ,N,E2,6,0, ,7011 GRAND LLC,2425,6724,6724,0,1908,0,2408,2408,0,0,2,2,2,0,0,25,98,0,0,N,3,Y,5,0,69300,280350,0,0,2019,0, , ,2.77,0,1,2.4,4,4026110309,0,535,1007913,200512,13a, ,403 030,41402, ,0, ,1, , ,24v1, ,40.717004,-73.914639, ,0,265.583822,2889.042843
3212,Polygon,QN,2611,314,405,4053502,40535021000,535,1004,24,30,11378,E291,104,46,1600,4,5,1E,59-12 54 STREET,M1-1, , , , , , , , , ,N,F4,6,0, ,"5912 54TH STREET, LLC",21050,13810,13810,0,0,0,0,0,13810,0,2,1,1,0,1,84,215,80,150,N,0,Y,5,0,284850,707400,0,1930,0,0, , ,0.66,0,1,2.4,4,4026110314,0,535,1007897,200361,13a, ,403 030,41402, ,0, ,1, , ,24v1, ,40.71659,-73.914697, ,0,696.32972,21422.4811
3213,Polygon,QN,2611,316,405,4053502,40535021000,535,1004,24,30,11378,E291,104,46,1600,4,5,1E,59-30 54 STREET,M1-1, , , , , , , , , ,N,F4,6,0, ,R & J REALTY COMPANY,38720,31887,31887,0,6936,0,0,0,24951,0,2,2,2,0,1,154,318,127.5,252,N,0,Y,5,0,522900,1277550,0,1930,1968,2006, , ,0.82,0,1,2.4,4,4026110316,0,535,1007906,200251,13a, ,403 030,41402, ,0, ,1, , ,24v1, ,40.716288,-73.914665, ,0,1023.986095,42339.36164
3214,Polygon,QN,2622,20,405,4053501,40535011000,535,1000,24,30,11378,Q288,104,46,1600,4,5,1E,57-25 59 AVENUE,M1-1, , , , , , , , , ,N,E9,6,0, ,57-35 FLUSHING AVENUE LLC,16000,10000,10000,0,0,0,0,10000,0,0,2,3,1,0,1,74,170,40,50,G,0,Y,3,0,180000,480600,0,1939,0,0, , ,0.63,0,1,2.4,4,4026220020,0,535,1009079,200789,13c, ,403 031,41402, ,0, ,1, , ,24v1, ,40.717761,-73.910432, ,0,537.063496,15986.56538
3219,Polygon,QN,2629,22,405,4053501,40535011003,535,1003,24,30,11378,Q288,104,46,1600,4,5,1E,55 STREET,M1-1, , , , , , , , , ,N,E9,6,0, ,"DRAGONIDES., ANTON",2500,2500,2500,0,0,0,0,0,2500,0,2,1,1,0,1,25,100,22,93,E,3,N,5,0,107550,201150,0,1950,0,0, , ,1,0,1,2.4,4,4026290022,0,535,1008251,200383,13a, ,403 029,41402, ,0, ,1, , ,24v1, ,40.716649,-73.91342, ,0,256.161523,2679.900827
3220,Polygon,QN,2629,32,405,4053501,40535011004,535,1006,24,30,11378,Q288,104,46,1600,4,5,1E,59-48 55 STREET,M1-1, , , , , , , , , ,N,F1,6,0, ,59-48 55TH ST. CORP.,18100,16580,16580,0,0,0,0,0,16580,0,2,1,1,0,1,168,100,168,100,N,0,Y,5,0,107550,558000,0,1964,0,0, , ,0.92,0,1,2.4,4,4026290032,0,535,1008347,200150,13a, ,403 029,41402, ,0, ,1, , ,24v1, ,40.716009,-73.913074, ,0,566.400035,18282.06984
3224,Polygon,QN,2630,151,405,4053501,40535011002,535,1002,24,30,11378,Q288,104,46,1600,4,5,1E,58-77 55 STREET,M1-1, , , , , , , , , ,N,E9,6,0, ,"NOBLIN ENTERPRISES, LLC",11433,9000,9000,0,0,0,0,9000,0,0,2,2,1,0,1,114.25,100,100,100,E,0,N,5,0,128700,508050,0,1937,1991,0, , ,0.79,0,1,2.4,4,4026300151,0,535,1008204,200910,13a, ,403 031,41402, ,0, ,1, , ,24v1, ,40.718096,-73.913588, ,0,432.953057,11673.68659
3226,Polygon,QN,2631,12,405,4053501,40535011001,535,1001,24,30,11378,Q288,104,46,1600,4,5,1E,59-05 56 STREET,M1-1, , , , , , , , , ,N,F4,6,0, ,59-05 56TH STREET LLC,10000,9000,9000,0,0,0,0,0,9000,0,2,1,1,0,1,100,100,90,100,N,0,N,5,0,112500,318150,0,1952,0,0, , ,0.9,0,1,2.4,4,4026310012,0,535,1008577,200690,13a,Y,403 031,41402, ,0, ,1, , ,24v1, ,40.717491,-73.912243, ,0,400.926824,10046.28404
3228,Polygon,QN,2631,122,405,4053501,40535011001,535,1001,24,30,11378,Q288,104,46,1600,4,5,1E,58-61 56 STREET,M1-1, , , , , , , , , ,N,F5,6,0, ,BNP REALTY LLC,2100,3773,3773,0,0,0,0,1689,2084,0,2,1,2,0,1,20,105,20,105,N,3,Y,5,0,47250,120150,0,2022,2022,0, , ,1.8,0,1,2.4,4,4026310122,0,535,1008390,201148,13a, ,403 031,41402, ,0, ,1, , ,24v1, ,40.718748,-73.912916, ,0,255.495584,2147.90199
3229,Polygon,QN,2631,138,405,4053501,40535011001,535,1001,24,30,11378,Q288,104,46,1600,4,5,1E,58-66 57 STREET,M1-1, , , , , , , , , ,N,E9,6,0, ,58-66 57TH STREET LLC,6327,5994,5994,0,0,0,0,5994,0,0,2,1,1,0,1,54,113,54,111,N,0,Y,5,0,48600,220500,0,1930,0,0, , ,0.95,0,1,2.4,4,4026310138,0,535,1008512,201129,13a, ,403 031,41402, ,0, ,1, , ,24v1, ,40.718696,-73.912476, ,0,338.817635,6436.674782
3241,Polygon,QN,2656,20,402,4022900,40229001006,229,1014,24,26,11378,Q288,108,41,910,4,2,1E,58-55 54 AVENUE,M1-1, , , , , , , , , ,N,F1,6,0, ,58-55 QUEENS MIDTOWNEXPRESSWAY CORP,53144,19500,19500,0,4300,0,0,0,15200,0,2,1,1,0,1,44,286,190,80,N,0,Y,3,0,324000,1503900,0,1961,0,0, , ,0.37,0,1,2.4,4,4026560020,0,229,1009362,205099,13c, ,403 013,41403, ,0, ,1, , ,24v1, ,40.72959,-73.909395, ,0,935.065133,48136.18903
3242,Polygon,QN,2656,64,402,4022900,40229001006,229,1014,24,26,11378,Q288,108,41,910,4,2,1E,58-75 LONG ISLAND EXPWY,M1-1, , , , , , , , , ,N,E1,6,1, ,"LUCKY SUPPLY HOLDING, LLC.",77026,75447,75447,0,10127,0,0,0,65320,0,2,1,1,0,1,265,310,284,230,N,0,Y,5,0,612000,3981600,0,1967,2019,0, , ,0.98,0,1,2.4,4,4026560064,0,229,1009602,204992,13c, ,403 014,41203, ,0, ,1, , ,24v1, ,40.729296,-73.908529, ,0,1174.515539,77650.89146
3247,Polygon,QN,2656,92,402,4022900,40229001006,229,1014,24,26,11378,Q288,108,41,910,4,5,5E,59-85 MAURICE AVENUE,M1-1, , , , , , , , , ,N,F1,6,0, ,WHITEROCK VENTURES 58 ST LLC,14400,13000,13000,0,0,0,0,0,13000,0,2,1,1,0,1,120,120,109,119,N,0,N,3,0,162000,603900,0,1961,1985,0, , ,0.9,0,1,2.4,4,4026560092,0,229,1010240,204698,13c, ,403 014,41403, ,0, ,1, , ,24v1, ,40.728487,-73.906228, ,0,467.787357,13344.15075
3249,Polygon,QN,2656,115,402,4022900,40229001006,229,1014,24,26,11378,Q288,108,41,910,4,2,1E,59-21 58 ROAD,M1-1, , , , , , , , , ,N,E1,6,0, ,ANJO MANUFACTURING COMPANY INC,81552,95963,95963,0,9900,0,0,86063,0,0,2,1,2,0,1,560,205,300,205,N,0,Y,5,0,1101150,3650400,0,1967,2001,0, , ,1.18,0,1,2.4,4,4026560115,0,229,1009845,204749,13c, ,403 014,41403, ,0, ,1, , ,24v1, ,40.728628,-73.907653, ,0,1328.717096,77961.44116
3254,Polygon,QN,2657,23,402,4021900,40219001002,219,1002,24,26,11378,Q288,108,41,910,4,2,3C,58-40 BORDEN AVENUE,M1-1, , , , , , , , , ,N,E1,6,0, ,LIBERTY 58-40 BORDEN AVENUE LLC,234700,102250,102250,0,13000,0,0,89250,0,0,2,2,1,0,1,274,636,203,502,N,0,Y,5,0,1584450,4762350,0,1952,1995,0, , ,0.44,0,1,2.4,4,4026570023,0,219,1008882,204592,13c, ,403 013,41403, ,0, ,1, , ,24v1, ,40.7282,-73.911128, ,0,1989.291259,235724.8024
3255,Polygon,QN,2657,28,402,4021900,40219001002,219,1002,24,26,11378,Q288,108,41,910,4,2,1E,58-80 BORDEN AVENUE,M1-1, , , , , , , , , ,N,F1,6,0,P,"CPI/SITEX MASPETH INDUSTRIAL OWNER, L.L. C.",146700,31600,31600,0,2600,0,0,0,29000,0,2,1,1,0,1,203,636,94,228,N,0,Y,5,0,1985850,2274750,0,1965,2022,0, , ,0.22,0,1,2.4,4,4026570028,0,219,1009107,204436,13c, ,403 013,41403, ,0, ,1, , ,24v1, ,40.727771,-73.910317, ,0,2085.221053,149415.7045
3257,Polygon,QN,2657,60,402,4021900,40219001002,219,1002,24,26,11378,Q288,108,41,910,4,2,1E,59-41 MAURICE AVENUE,M1-1, , , , , , , , , ,N,E1,6,0, ,"LEE, ALEX",37850,46045,46045,0,10685,0,0,35360,0,0,2,1,2,0,1,190,226,150,105,N,0,Y,3,0,511200,3098700,0,1948,0,0, , ,1.22,0,1,2.4,4,4026570060,0,219,1009716,204207,13c, ,403 014,41403, ,0, ,1, , ,24v1, ,40.727141,-73.908121, ,0,824.174472,41625.20514
3261,Polygon,QN,2662,18,402,4021900,40219001018,219,1006,24,26,11378,Q288,108,41,910,4,2,3C,58-95 MAURICE AVENUE,M1-1, , , , , , , , , ,N,E1,6,0, ,"BP NEW YORK 2, LLC",122137,127587,127587,0,0,0,0,127587,0,0,2,1,1,0,1,627.75,235.84,627,203,N,0,Y,3,0,2198250,6436800,0,1988,2021,0, , ,1.04,0,1,2.4,4,4026620018,0,219,1009055,203722,13c, ,403 015,41403, ,4026620075,12/24/1987,1, , ,24v1, ,40.725812,-73.910507, ,0,1597.176651,119994.365
3263,Polygon,QN,2663,30,402,4021900,40219001018,219,1006,24,26,11378,Q288,108,41,910,4,5,1E,58-75 MAURICE AVENUE,M1-1, , , , , , , , , ,N,E1,6,0, ,TIMBER REALTY CORPORATION,57603,10362,10362,0,0,0,0,10362,0,0,2,2,1,0,1,259.25,240,200,40,N,0,Y,3,0,796500,1018350,0,1957,2013,0, , ,0.18,0,1,2.4,4,4026630030,0,219,1008962,203483,13c, ,403 015,41403, ,4026630001,12/7/1998,1, , ,24v1, ,40.725156,-73.910844, ,0,1275.271528,58167.31777
3264,Polygon,QN,2664,1,402,4021900,40219001018,219,1006,24,26,11378,Q288,108,41,910,4,2,3C,56-45 58 STREET,M1-1, , , , , , , , , ,N,E9,6,0, ,JC MASPETH LLC,29990,30000,30000,0,4500,0,0,25500,0,0,2,2,1,0,1,129,232,129,172,N,0,N,3,0,217350,1100700,0,1950,1997,0, , ,1,0,1,2.4,4,4026640001,0,219,1008663,203231,13c,Y,403 015,41403, ,0, ,1, , ,24v1, ,40.724465,-73.911923, ,0,727.375164,30292.99804
3267,Polygon,QN,2666,43,405,4053100,40531003003,531,3003,24,30,11378,Q288,104,46,1700,4,5,1E,56-32 59 STREET,M1-1, , , , , , , , , ,N,E1,6,0, ,ON LINE REALTY CORP,2375,3450,3450,0,1075,0,0,2375,0,0,2,1,1.5,0,1,25,95,25,95,N,0,N,5,0,58050,252450,0,1989,0,0, , ,1.45,0,1,2.4,4,4026660043,0,531,1009478,203212,13c, ,403 015,41403, ,0, ,1, , ,24v1, ,40.724411,-73.908983, ,0,249.899782,2418.937417
3268,Polygon,QN,2666,44,405,4053100,40531003003,531,3003,24,30,11378,Q288,104,46,1700,4,5,1E,56-36 59 STREET,M1-1, , , , , , , , , ,N,E1,6,0, ,56-36 59TH STREET LLC,2375,3910,3910,0,0,0,0,3910,0,0,2,1,2,0,1,25,95,23,95,N,1,N,5,0,58050,225450,48060,2001,0,0, , ,1.65,0,1,2.4,4,4026660044,0,531,1009482,203187,13c, ,403 015,41403, ,0, ,1, , ,24v1, ,40.724342,-73.908969, ,0,254.400577,2646.213669
3270,Polygon,QN,2666,46,405,4053100,40531003003,531,3003,24,30,11378,Q288,104,46,1700,4,5,1E,56-44 59 STREET,M1-1, , , , , , , , , ,N,E1,6,0, ,RACHELLE A. KRIEGER GERSH IRREVOCABLE TR UST,4750,5502,5502,0,0,0,0,5502,0,0,2,1,1,0,1,50,95,95,57,N,0,N,3,0,116100,281250,0,1988,0,0, , ,1.16,0,1,2.4,4,4026660046,0,531,1009494,203121,13c, ,403 015,41403, ,0, ,1, , ,24v1, ,40.724161,-73.908926, ,0,324.221656,6033.195846
3273,Polygon,QN,2673,73,405,4053100,40531003016,531,3016,24,30,11378,Q288,104,46,1700,4,5,1E,57-36 58 PLACE,M1-1D, , , , , , , , , ,N,E1,6,0, ,64-10 MAURICE AVE LLC,2600,5200,5200,0,5200,0,0,0,0,0,2,1,2,0,1,26,100,26,100,N,0,N,3,0,58500,399600,0,1991,0,0, , ,2,0,1,2.4,4,4026730073,0,531,1008988,202293,13c, ,403 022,41403, ,0, ,1, , ,24v1, ,40.72189,-73.910754, ,0,258.722634,2710.332823
3276,Polygon,QN,2681,52,405,4052500,40525002001,525,2001,24,30,11378,Q288,104,46,1700,4,5,1E,58-38 59 STREET,M3-1, , , , , , , , , ,N,E1,6,0, ,59 STREET PROPERTY LLC,5350,13692,13692,0,6846,0,0,0,6846,0,2,1,2,0,3,50,107,50,107, ,3,N,0,0,132300,344250,0,2010,0,0, , ,2.56,0,2,0,4,4026810052,0,525,1009596,201594,13c, ,403 026,41403, ,4026810060,5/24/2011,1, , ,24v1, ,40.719969,-73.908563, ,0,331.289605,5961.431312
3277,Polygon,QN,2681,58,405,4052500,40525002001,525,2001,24,30,11378,Q288,104,46,1700,4,5,1E,58-48 59 STREET,M3-1, , , , , , , , , ,N,E1,6,0, ,UNAVAILABLE OWNER,2675,5350,5350,0,0,0,0,0,5350,0,2,1,2,0,1,25,107,25,107, ,2,N,0,0,60300,243450,112049,2010,0,0, , ,2,0,2,0,4,4026810058,0,525,1009599,201530,13c, ,403 026,41403, ,4026810060,5/24/2011,1, , ,24v1, ,40.719794,-73.908553, ,0,274.356445,2804.426786
3281,Polygon,QN,2688,86,405,4053100,40531003002,531,3002,24,30,11378,Q288,104,46,1700,4,5,1E,59-21 56 AVENUE,M1-1, , , , , , , , , ,N,E1,6,0, ,ANOVY ASSOC QUEENS LLC,4000,4000,4000,0,0,0,0,4000,0,0,2,1,1,0,1,40,100,40,100,N,0,N,5,0,27900,252900,0,1991,0,0, , ,1,0,1,2.4,4,4026880086,0,531,1009722,203624,13c, ,403 016,41404, ,4026880095,1/3/1991,1, , ,24v1, ,40.725541,-73.908101, ,0,287.044861,4294.75891
3282,Polygon,QN,2688,88,405,4053100,40531003002,531,3002,24,30,11378,Q288,104,46,1700,4,5,1E,59-17 56 AVENUE,M1-1, , , , , , , , , ,N,E1,6,0, ,ANOVY ASSOC QUEENS LLC,4000,4000,4000,0,0,0,0,4000,0,0,2,1,1,0,1,40,100,40,100,N,0,N,5,0,36000,263250,0,1991,0,0, , ,1,0,1,2.4,4,4026880088,0,531,1009680,203627,13c, ,403 016,41404, ,4026880095,1/3/1991,1, , ,24v1, ,40.725549,-73.908253, ,0,285.093351,4193.011223
3283,Polygon,QN,2688,94,405,4053100,40531003002,531,3002,24,30,11378,Q288,104,46,1700,4,5,1E,59-11 56 AVENUE,M1-1, , , , , , , , , ,N,E1,6,0, ,ANOVY ASSOC QUEENS LLC,5812,5018,5018,0,0,0,0,5018,0,0,2,1,1,0,1,45.5,125,115,45.5,N,0,Y,5,0,39600,382500,0,1994,0,0, , ,0.86,0,1,2.4,4,4026880094,0,531,1009639,203645,13c, ,403 016,41404, ,4026880001,8/31/1993,1, , ,24v1, ,40.725599,-73.908401, ,0,351.715054,5740.337072
3284,Polygon,QN,2689,1,405,4053100,40531003004,531,3004,24,30,11378,Q288,104,46,1700,4,5,1E,59-09 56 ROAD,M1-1, , , , , , , , , ,N,E1,6,0, ,INDUSTRIAL REALTY CO. #3 LLC,23860,21500,21500,0,0,0,0,21500,0,0,2,1,1,0,1,72,202,72,196,N,0,Y,3,0,268650,1135350,0,1956,0,0, , ,0.9,0,1,2.4,4,4026890001,0,531,1009617,203421,13c, ,403 016,41404, ,0, ,1, , ,24v1, ,40.724984,-73.908481, ,0,682.193266,24921.26714
3287,Polygon,QN,2690,5,405,4053100,40531003009,531,3009,24,30,11378,Q288,104,46,1700,4,5,1E,56-37 59 STREET,M1-1, , , , , , , , , ,N,F4,6,0, ,5637 REAL ESTATE HOLDINGS LLC,7943,4686,4686,0,0,0,0,0,4686,0,2,1,1,0,1,104.25,95,66,71,N,0,Y,5,0,38250,338400,0,1931,0,0, , ,0.59,0,1,2.4,4,4026900005,0,531,1009628,203189,13c, ,403 016,41404, ,0, ,1, , ,24v1, ,40.724347,-73.908442, ,0,378.234167,8388.457664
3288,Polygon,QN,2690,36,405,4053100,40531003010,531,3010,24,30,11378,Q288,104,46,1700,4,5,1E,59-46 56 ROAD,M1-1, , , , , , , , , ,N,E9,6,0, ,TNJ MANAGEMENT LLC,10000,10000,10000,0,1550,0,0,8450,0,0,2,2,2,0,1,100,100,50,100,N,0,N,5,0,61650,447750,0,1951,1989,0, , ,1,0,1,2.4,4,4026900036,0,531,1009979,203200,13c, ,403 016,41404, ,0, ,1, , ,24v1, ,40.724376,-73.907176, ,0,401.547398,10077.111
3289,Polygon,QN,2690,42,405,4053100,40531003010,531,3010,24,30,11378,Q288,104,46,1700,4,5,1E,59-50 56 ROAD,M1-1, , , , , , , , , ,N,E9,6,0, ,"56TH ROAD REALTY, LLC",5000,5000,5000,0,0,0,0,5000,0,0,2,1,1,0,1,50,100,50,100,N,0,N,5,0,122400,359100,0,1950,0,0, , ,1,0,1,2.4,4,4026900042,0,531,1010053,203193,13c, ,403 016,41404, ,0, ,1, , ,24v1, ,40.724357,-73.906909, ,0,299.462807,4935.44126
3303,Polygon,QN,187,1,402,4017901,40179011000,179,1000,30,26,11104,E325,108,41,800,4,2,2E,41-45 39 STREET,M1-4, , , , , , , , , ,N,E1,6,0, ,SCHUMAN 187/1 39TH STREET LLC,19841,19800,19800,0,0,0,0,10300,0,9500,2,1,1,0,2,198,100,198,100,N,0,N,5,0,535500,1317600,0,1930,2017,0, , ,1,0,2,6.5,4,4001870001,0,179,1004917,211111,9b, ,401 059,40202, ,0, ,1, , ,24v1, ,40.746103,-73.925414, ,0,604.951304,20466.21297
3304,Polygon,QN,187,12,402,4017901,40179011000,179,1000,30,26,11104,E325,108,41,800,4,2,2E,41-21 39 STREET,M1-4, , , , , , , , , ,N,E1,6,0, ,METRIDGE BUILDING LLC,7500,7500,7500,0,0,0,0,0,7500,0,2,3,1,0,3,75,100,75,100,E,0,N,5,0,182250,452250,0,1957,0,0, , ,1,0,2,6.5,4,4001870012,0,179,1004948,211316,9b, ,401 059,40202, ,0, ,1, , ,24v1, ,40.746666,-73.925301, ,0,355.112267,7701.833782
3311,Polygon,QN,215,1,402,4017901,40179011001,179,1001,30,26,11101,L128,108,41,800,4,2,2E,38-01 43 AVENUE,M1-4, , , , , , , , , ,N,E1,6,0, ,43RD AVE LIC LLC,18000,72000,72000,0,7200,0,0,0,64800,0,2,1,4,0,2,180,100,100,180,N,0,N,3,0,405000,2299050,0,1928,0,0, , ,4,0,2,6.5,4,4002150001,0,179,1004694,211093,9b, ,401 059,40202, ,0, ,1, , ,24v1, ,40.746054,-73.926219, ,0,580.239542,19329.03454
3312,Polygon,QN,215,13,402,4017901,40179011001,179,1001,30,26,11101,L128,108,41,800,4,2,2E,41-31 38 STREET,M1-4, , , , , , , , , ,N,E1,6,0, ,"ESCO REALTY I, LLC",4674,9122,9122,0,4095,0,0,5027,0,0,2,1,3,0,1,46.74,100,45,90,N,0,N,5,0,105300,790200,517500,2007,2009,0, , ,1.95,0,2,6.5,4,4002150013,0,179,1004679,211270,9b, ,401 059,40202, ,0, ,1, , ,24v1, ,40.74654,-73.926272, ,0,295.765562,4691.568464
3313,Polygon,QN,215,37,402,4017901,40179011001,179,1001,30,26,11104,L128,108,41,800,4,2,2E,41-26 39 STREET,M1-4, , , , , , , , , ,N,F9,6,0, ,"LUCKNAUTH PROPERTIES, LLC",4000,7950,7950,0,950,0,0,0,7000,0,2,1,1,0,1,50,80,50,80,N,0,N,5,0,108000,297450,0,1931,0,0, , ,1.99,0,2,6.5,4,4002150037,0,179,1004778,211304,9b, ,401 059,40202, ,0, ,1, , ,24v1, ,40.746633,-73.925915, ,0,269.02821,4229.807551
3317,Polygon,QN,220,21,402,4017902,40179021016,179,1015,30,26,11101,L128,108,41,800,4,2,2E,43-17 37 STREET,M1-4, , , , , , , , , ,N,F4,6,0, ,POTENZA,7500,7500,7500,0,0,0,0,0,7500,0,2,1,1,0,1,75,100,75,100,N,0,N,5,0,135000,279450,0,1931,0,0, , ,1,0,2,6.5,4,4002200021,0,179,1004354,210851,9b, ,401 058,40202, ,0, ,1, , ,24v1,t,40.745391,-73.927447, ,0,354.304722,7681.790235
3319,Polygon,QN,229,11,402,4018900,40189002003,189,2002,24,26,11101,L128,108,41,800,4,2,3E,47-42 37 STREET,M1-4, , , , , , , , , ,N,E1,6,0, ,NELIC LLC,20000,30000,30000,0,10000,0,0,0,20000,0,2,1,2,0,3,100,200,100,200,N,0,N,4,0,450000,2008800,0,1950,0,0, , ,1.5,0,2,6.5,4,4002290011,0,189,1003897,209233,9b, ,401 050,40202, ,0, ,1, , ,24v1, ,40.740951,-73.929101, ,0,614.617915,20839.24318
